DOI,DOI_links
10.1016/j.cej.2018.07.020,http://dx.doi.org/10.1016/j.cej.2018.07.020
10.1016/j.cattod.2017.10.020,http://dx.doi.org/10.1016/j.cattod.2017.10.020
10.1002/adma.201804504,http://dx.doi.org/10.1002/adma.201804504
10.1002/adma.201803372,http://dx.doi.org/10.1002/adma.201803372
10.1002/adma.201804653,http://dx.doi.org/10.1002/adma.201804653
10.1021/acsami.8b15612,http://dx.doi.org/10.1021/acsami.8b15612
10.1002/cctc.201801482,http://dx.doi.org/10.1002/cctc.201801482
10.1002/smll.201802829,http://dx.doi.org/10.1002/smll.201802829
10.1002/smll.201803409,http://dx.doi.org/10.1002/smll.201803409
10.1039/c8ta07809b,http://dx.doi.org/10.1039/c8ta07809b
10.1002/slct.201802954,http://dx.doi.org/10.1002/slct.201802954
10.1016/j.matchemphys.2018.08.082,http://dx.doi.org/10.1016/j.matchemphys.2018.08.082
10.1007/s10008-018-4088-7,http://dx.doi.org/10.1007/s10008-018-4088-7
10.1016/j.est.2018.09.006,http://dx.doi.org/10.1016/j.est.2018.09.006
10.1007/s11581-018-2562-y,http://dx.doi.org/10.1007/s11581-018-2562-y
10.1002/er.4223,http://dx.doi.org/10.1002/er.4223
10.20964/2018.12.25,http://dx.doi.org/10.20964/2018.12.25
10.20964/2018.12.18,http://dx.doi.org/10.20964/2018.12.18
10.1039/c8qi00959g,http://dx.doi.org/10.1039/c8qi00959g
10.1088/2058-8585/aae6b3,http://dx.doi.org/10.1088/2058-8585/aae6b3
10.1016/j.electacta.2018.08.150,http://dx.doi.org/10.1016/j.electacta.2018.08.150
10.1016/j.electacta.2018.09.147,http://dx.doi.org/10.1016/j.electacta.2018.09.147
10.1016/j.electacta.2018.08.138,http://dx.doi.org/10.1016/j.electacta.2018.08.138
10.1016/j.cej.2018.07.140,http://dx.doi.org/10.1016/j.cej.2018.07.140
10.1016/j.ceramint.2018.08.152,http://dx.doi.org/10.1016/j.ceramint.2018.08.152
10.1021/acssuschemeng.8b02502,http://dx.doi.org/10.1021/acssuschemeng.8b02502
10.1002/smll.201803978,http://dx.doi.org/10.1002/smll.201803978
10.1142/S1793604718400064,http://dx.doi.org/10.1142/S1793604718400064
10.1002/bkcs.11603,http://dx.doi.org/10.1002/bkcs.11603
10.1002/advs.201800760,http://dx.doi.org/10.1002/advs.201800760
10.33961/JECST.2018.9.4.339,http://dx.doi.org/10.33961/JECST.2018.9.4.339
10.1021/acsnano.8b02744,http://dx.doi.org/10.1021/acsnano.8b02744
10.3390/batteries4040051,http://dx.doi.org/10.3390/batteries4040051
10.1002/ente.201800318,http://dx.doi.org/10.1002/ente.201800318
10.1080/01694243.2018.1499322,http://dx.doi.org/10.1080/01694243.2018.1499322
10.1002/anie.201809009,http://dx.doi.org/10.1002/anie.201809009
10.1002/aenm.201801839,http://dx.doi.org/10.1002/aenm.201801839
10.1140/epjp/i2018-12248-x,http://dx.doi.org/10.1140/epjp/i2018-12248-x
10.1039/c8ta08314b,http://dx.doi.org/10.1039/c8ta08314b
10.1039/c8ta07662f,http://dx.doi.org/10.1039/c8ta07662f
10.1002/chem.201804339,http://dx.doi.org/10.1002/chem.201804339
10.1002/anie.201808886,http://dx.doi.org/10.1002/anie.201808886
10.1051/metal/2018002,http://dx.doi.org/10.1051/metal/2018002
10.1002/cssc.201801657,http://dx.doi.org/10.1002/cssc.201801657
10.1021/acsami.8b15380,http://dx.doi.org/10.1021/acsami.8b15380
10.1039/c8ta08133f,http://dx.doi.org/10.1039/c8ta08133f
10.1016/j.matlet.2018.08.104,http://dx.doi.org/10.1016/j.matlet.2018.08.104
10.1016/j.jpowsour.2018.10.071,http://dx.doi.org/10.1016/j.jpowsour.2018.10.071
10.1016/j.jcis.2018.07.122,http://dx.doi.org/10.1016/j.jcis.2018.07.122
10.1016/j.joule.2018.11.007,http://dx.doi.org/10.1016/j.joule.2018.11.007
10.1002/adfm.201805641,http://dx.doi.org/10.1002/adfm.201805641
10.1021/jacs.8b09805,http://dx.doi.org/10.1021/jacs.8b09805
10.1002/cssc.201802122,http://dx.doi.org/10.1002/cssc.201802122
10.1038/s41467-018-07850-2,http://dx.doi.org/10.1038/s41467-018-07850-2
10.1002/anie.201811853,http://dx.doi.org/10.1002/anie.201811853
10.1021/acsami.8b17607,http://dx.doi.org/10.1021/acsami.8b17607
10.1002/aenm.201802327,http://dx.doi.org/10.1002/aenm.201802327
10.1002/aenm.201802470,http://dx.doi.org/10.1002/aenm.201802470
10.1039/c8cc07730d,http://dx.doi.org/10.1039/c8cc07730d
10.1149/2.0151816jes,http://dx.doi.org/10.1149/2.0151816jes
10.1016/j.ensm.2018.06.001,http://dx.doi.org/10.1016/j.ensm.2018.06.001
10.1016/j.ensm.2018.04.020,http://dx.doi.org/10.1016/j.ensm.2018.04.020
10.1016/j.ceramint.2018.09.288,http://dx.doi.org/10.1016/j.ceramint.2018.09.288
10.1063/1.5132682,http://dx.doi.org/10.1063/1.5132682
10.1039/c8se00362a,http://dx.doi.org/10.1039/c8se00362a
10.1016/S1872-2067(18)63175-4,http://dx.doi.org/10.1016/S1872-2067(18)63175-4
10.20964/2019.01.34,http://dx.doi.org/10.20964/2019.01.34
10.1002/adsu.201800111,http://dx.doi.org/10.1002/adsu.201800111
10.1016/j.energy.2018.10.161,http://dx.doi.org/10.1016/j.energy.2018.10.161
10.1016/j.jelechem.2018.10.051,http://dx.doi.org/10.1016/j.jelechem.2018.10.051
10.1155/2019/5430904,http://dx.doi.org/10.1155/2019/5430904
10.1021/acsnano.8b08667,http://dx.doi.org/10.1021/acsnano.8b08667
10.1016/j.diamond.2018.11.024,http://dx.doi.org/10.1016/j.diamond.2018.11.024
10.1016/j.hydromet.2018.10.008,http://dx.doi.org/10.1016/j.hydromet.2018.10.008
10.1021/acsaem.8b02183,http://dx.doi.org/10.1021/acsaem.8b02183
10.1021/acsaem.8b01613,http://dx.doi.org/10.1021/acsaem.8b01613
10.1021/acsaem.8b01946,http://dx.doi.org/10.1021/acsaem.8b01946
10.21577/1984-6835.20190020,http://dx.doi.org/10.21577/1984-6835.20190020
10.1016/j.apcatb.2018.08.081,http://dx.doi.org/10.1016/j.apcatb.2018.08.081
10.1016/j.mser.2018.10.002,http://dx.doi.org/10.1016/j.mser.2018.10.002
10.7546/CRABS.2019.02.05,http://dx.doi.org/10.7546/CRABS.2019.02.05
10.1016/j.matpr.2019.02.157,http://dx.doi.org/10.1016/j.matpr.2019.02.157
10.1063/1.5089352,http://dx.doi.org/10.1063/1.5089352
10.1039/c9ra02163a,http://dx.doi.org/10.1039/c9ra02163a
10.1016/j.egypro.2019.01.666,http://dx.doi.org/10.1016/j.egypro.2019.01.666
10.2320/matertrans.M2018394,http://dx.doi.org/10.2320/matertrans.M2018394
10.2320/matertrans.M2019033,http://dx.doi.org/10.2320/matertrans.M2019033
10.1088/1757-899X/541/1/012047,http://dx.doi.org/10.1088/1757-899X/541/1/012047
10.4314/bcse.v33i3.15,http://dx.doi.org/10.4314/bcse.v33i3.15
10.1016/j.ifacol.2019.11.028,http://dx.doi.org/10.1016/j.ifacol.2019.11.028
10.1557/adv.2019.297,http://dx.doi.org/10.1557/adv.2019.297
10.23919/splitech.2019.8783123,http://dx.doi.org/10.23919/splitech.2019.8783123
10.1360/TB-2019-0539,http://dx.doi.org/10.1360/TB-2019-0539
10.14456/jmmm.2019.55,http://dx.doi.org/10.14456/jmmm.2019.55
10.1016/j.promfg.2019.06.019,http://dx.doi.org/10.1016/j.promfg.2019.06.019
10.1117/12.2539875,http://dx.doi.org/10.1117/12.2539875
10.34133/2019/2635310,http://dx.doi.org/10.34133/2019/2635310
10.34133/2019/6813585,http://dx.doi.org/10.34133/2019/6813585
10.1109/icstcc.2019.8885484,http://dx.doi.org/10.1109/icstcc.2019.8885484
10.3390/ma12020243,http://dx.doi.org/10.3390/ma12020243
10.3390/batteries5010003,http://dx.doi.org/10.3390/batteries5010003
10.1002/aenm.201802605,http://dx.doi.org/10.1002/aenm.201802605
10.1088/1361-6528/aae56e,http://dx.doi.org/10.1088/1361-6528/aae56e
10.1039/c8nr08330d,http://dx.doi.org/10.1039/c8nr08330d
10.1021/acssuschemeng.8b05299,http://dx.doi.org/10.1021/acssuschemeng.8b05299
10.1002/chem.201804643,http://dx.doi.org/10.1002/chem.201804643
10.1021/acsami.8b16284,http://dx.doi.org/10.1021/acsami.8b16284
10.1021/acsami.8b16126,http://dx.doi.org/10.1021/acsami.8b16126
10.1021/acsami.8b18003,http://dx.doi.org/10.1021/acsami.8b18003
10.1007/s40820-018-0232-2,http://dx.doi.org/10.1007/s40820-018-0232-2
10.1007/s40820-018-0231-3,http://dx.doi.org/10.1007/s40820-018-0231-3
10.1039/c8cc08992b,http://dx.doi.org/10.1039/c8cc08992b
10.1039/c8cc07951j,http://dx.doi.org/10.1039/c8cc07951j
10.1016/j.apsusc.2018.09.113,http://dx.doi.org/10.1016/j.apsusc.2018.09.113
10.1016/j.jpowsour.2018.11.017,http://dx.doi.org/10.1016/j.jpowsour.2018.11.017
10.1016/j.jpowsour.2018.10.070,http://dx.doi.org/10.1016/j.jpowsour.2018.10.070
10.1002/slct.201803351,http://dx.doi.org/10.1002/slct.201803351
10.1149/2.0721902jes,http://dx.doi.org/10.1149/2.0721902jes
10.1002/celc.201801419,http://dx.doi.org/10.1002/celc.201801419
10.1002/celc.201801197,http://dx.doi.org/10.1002/celc.201801197
10.1007/s40820-019-0238-4,http://dx.doi.org/10.1007/s40820-019-0238-4
10.15541/jim20180260,http://dx.doi.org/10.15541/jim20180260
10.1039/c8ta09338e,http://dx.doi.org/10.1039/c8ta09338e
10.1021/acssuschemeng.8b06328,http://dx.doi.org/10.1021/acssuschemeng.8b06328
10.1039/c8nr07386d,http://dx.doi.org/10.1039/c8nr07386d
10.1016/j.ijhydene.2018.06.046,http://dx.doi.org/10.1016/j.ijhydene.2018.06.046
10.1002/admi.201801506,http://dx.doi.org/10.1002/admi.201801506
10.1002/aenm.201802936,http://dx.doi.org/10.1002/aenm.201802936
10.1016/j.jiec.2018.09.023,http://dx.doi.org/10.1016/j.jiec.2018.09.023
10.1016/j.surfcoat.2018.11.064,http://dx.doi.org/10.1016/j.surfcoat.2018.11.064
10.1016/j.surfcoat.2018.11.028,http://dx.doi.org/10.1016/j.surfcoat.2018.11.028
10.1039/c8ta09722d,http://dx.doi.org/10.1039/c8ta09722d
10.1016/j.carbon.2018.10.064,http://dx.doi.org/10.1016/j.carbon.2018.10.064
10.1016/j.apcatb.2018.09.054,http://dx.doi.org/10.1016/j.apcatb.2018.09.054
10.1016/j.apcatb.2018.09.017,http://dx.doi.org/10.1016/j.apcatb.2018.09.017
10.1016/j.apcatb.2018.09.024,http://dx.doi.org/10.1016/j.apcatb.2018.09.024
10.1016/j.electacta.2018.11.142,http://dx.doi.org/10.1016/j.electacta.2018.11.142
10.1007/s11663-018-1469-3,http://dx.doi.org/10.1007/s11663-018-1469-3
10.1016/j.nanoen.2018.11.057,http://dx.doi.org/10.1016/j.nanoen.2018.11.057
10.1016/j.nanoen.2018.11.038,http://dx.doi.org/10.1016/j.nanoen.2018.11.038
10.1016/j.ensm.2018.07.022,http://dx.doi.org/10.1016/j.ensm.2018.07.022
10.1039/c8ee02892c,http://dx.doi.org/10.1039/c8ee02892c
10.1016/j.jpowsour.2018.11.030,http://dx.doi.org/10.1016/j.jpowsour.2018.11.030
10.1016/j.ensm.2018.06.029,http://dx.doi.org/10.1016/j.ensm.2018.06.029
10.1016/j.ensm.2018.11.034,http://dx.doi.org/10.1016/j.ensm.2018.11.034
10.1002/elps.201800181,http://dx.doi.org/10.1002/elps.201800181
10.1016/j.jssc.2018.12.021,http://dx.doi.org/10.1016/j.jssc.2018.12.021
10.1021/acsbiomaterials.8b01137,http://dx.doi.org/10.1021/acsbiomaterials.8b01137
10.1016/j.est.2018.12.014,http://dx.doi.org/10.1016/j.est.2018.12.014
10.1016/j.est.2018.12.001,http://dx.doi.org/10.1016/j.est.2018.12.001
10.1039/c8ee02679c,http://dx.doi.org/10.1039/c8ee02679c
10.1021/acsaem.8b02101,http://dx.doi.org/10.1021/acsaem.8b02101
10.1021/acsaem.8b02011,http://dx.doi.org/10.1021/acsaem.8b02011
10.1021/acsaem.8b01851,http://dx.doi.org/10.1021/acsaem.8b01851
10.20964/2019.02.30,http://dx.doi.org/10.20964/2019.02.30
10.1002/aenm.201803312,http://dx.doi.org/10.1002/aenm.201803312
10.1016/j.ces.2018.05.022,http://dx.doi.org/10.1016/j.ces.2018.05.022
10.1016/j.ces.2018.06.048,http://dx.doi.org/10.1016/j.ces.2018.06.048
10.3390/en12040582,http://dx.doi.org/10.3390/en12040582
10.1021/acssuschemeng.8b05568,http://dx.doi.org/10.1021/acssuschemeng.8b05568
10.1021/acsami.8b18424,http://dx.doi.org/10.1021/acsami.8b18424
10.1021/acsami.8b16473,http://dx.doi.org/10.1021/acsami.8b16473
10.1002/cctc.201801618,http://dx.doi.org/10.1002/cctc.201801618
10.1039/c8ta10807b,http://dx.doi.org/10.1039/c8ta10807b
10.1039/c8cc10060h,http://dx.doi.org/10.1039/c8cc10060h
10.1016/j.seppur.2018.07.038,http://dx.doi.org/10.1016/j.seppur.2018.07.038
10.1002/adma.201806761,http://dx.doi.org/10.1002/adma.201806761
10.1149/2.0081904jes,http://dx.doi.org/10.1149/2.0081904jes
10.1016/j.electacta.2018.11.131,http://dx.doi.org/10.1016/j.electacta.2018.11.131
10.1016/j.electacta.2018.11.105,http://dx.doi.org/10.1016/j.electacta.2018.11.105
10.1021/acs.chemmater.8b03409,http://dx.doi.org/10.1021/acs.chemmater.8b03409
10.1021/acs.chemmater.8b04572,http://dx.doi.org/10.1021/acs.chemmater.8b04572
10.1039/c8ta10958c,http://dx.doi.org/10.1039/c8ta10958c
10.1002/smll.201804760,http://dx.doi.org/10.1002/smll.201804760
10.1016/j.jpowsour.2018.12.056,http://dx.doi.org/10.1016/j.jpowsour.2018.12.056
10.1016/j.jpowsour.2018.12.038,http://dx.doi.org/10.1016/j.jpowsour.2018.12.038
10.1016/j.surfcoat.2018.12.075,http://dx.doi.org/10.1016/j.surfcoat.2018.12.075
10.1002/celc.201801827,http://dx.doi.org/10.1002/celc.201801827
10.1002/celc.201801465,http://dx.doi.org/10.1002/celc.201801465
10.1039/c8cc07805j,http://dx.doi.org/10.1039/c8cc07805j
10.1021/acssuschemeng.8b05403,http://dx.doi.org/10.1021/acssuschemeng.8b05403
10.1002/cctc.201802013,http://dx.doi.org/10.1002/cctc.201802013
10.1016/j.joule.2018.11.002,http://dx.doi.org/10.1016/j.joule.2018.11.002
10.1039/c8ta12192c,http://dx.doi.org/10.1039/c8ta12192c
10.1002/chem.201806115,http://dx.doi.org/10.1002/chem.201806115
10.3389/fenrg.2019.00015,http://dx.doi.org/10.3389/fenrg.2019.00015
10.1039/c8cc07243d,http://dx.doi.org/10.1039/c8cc07243d
10.1002/anie.201813223,http://dx.doi.org/10.1002/anie.201813223
10.1149/2.0631904jes,http://dx.doi.org/10.1149/2.0631904jes
10.1038/s41598-019-38552-4,http://dx.doi.org/10.1038/s41598-019-38552-4
10.1177/1687814019828577,http://dx.doi.org/10.1177/1687814019828577
10.1680/jsuin.18.00041,http://dx.doi.org/10.1680/jsuin.18.00041
10.1016/j.matlet.2018.11.160,http://dx.doi.org/10.1016/j.matlet.2018.11.160
10.1016/j.electacta.2018.12.094,http://dx.doi.org/10.1016/j.electacta.2018.12.094
10.1016/j.nanoen.2018.12.086,http://dx.doi.org/10.1016/j.nanoen.2018.12.086
10.1021/acsaem.8b02054,http://dx.doi.org/10.1021/acsaem.8b02054
10.1007/s12274-018-2245-z,http://dx.doi.org/10.1007/s12274-018-2245-z
10.1177/0954008318756495,http://dx.doi.org/10.1177/0954008318756495
10.1007/s11051-019-4491-8,http://dx.doi.org/10.1007/s11051-019-4491-8
10.1016/j.jelechem.2019.01.014,http://dx.doi.org/10.1016/j.jelechem.2019.01.014
10.20964/2019.03.80,http://dx.doi.org/10.20964/2019.03.80
10.1007/s11426-018-9395-1,http://dx.doi.org/10.1007/s11426-018-9395-1
10.1007/s11581-018-2644-x,http://dx.doi.org/10.1007/s11581-018-2644-x
10.1039/c8qi01341a,http://dx.doi.org/10.1039/c8qi01341a
10.1016/j.ensm.2018.08.008,http://dx.doi.org/10.1016/j.ensm.2018.08.008
10.1088/2058-8585/ab0b91,http://dx.doi.org/10.1088/2058-8585/ab0b91
10.1002/ente.201800790,http://dx.doi.org/10.1002/ente.201800790
10.1002/celc.201801492,http://dx.doi.org/10.1002/celc.201801492
10.1142/S1793292019500280,http://dx.doi.org/10.1142/S1793292019500280
10.1021/acsaem.9b00405,http://dx.doi.org/10.1021/acsaem.9b00405
10.1021/acsaem.9b00120,http://dx.doi.org/10.1021/acsaem.9b00120
10.1021/acsaem.8b01923,http://dx.doi.org/10.1021/acsaem.8b01923
10.1021/acsaem.8b01865,http://dx.doi.org/10.1021/acsaem.8b01865
10.1063/1.5084097,http://dx.doi.org/10.1063/1.5084097
10.1016/j.mtener.2018.10.010,http://dx.doi.org/10.1016/j.mtener.2018.10.010
10.1149/2.0751904jes,http://dx.doi.org/10.1149/2.0751904jes
10.3390/en12061159,http://dx.doi.org/10.3390/en12061159
10.1021/acssuschemeng.8b06624,http://dx.doi.org/10.1021/acssuschemeng.8b06624
10.1021/acs.inorgchem.8b03081,http://dx.doi.org/10.1021/acs.inorgchem.8b03081
10.1002/adfm.201807331,http://dx.doi.org/10.1002/adfm.201807331
10.1039/c8cy02498g,http://dx.doi.org/10.1039/c8cy02498g
10.7503/cjcu20180652,http://dx.doi.org/10.7503/cjcu20180652
10.1039/c9cc00391f,http://dx.doi.org/10.1039/c9cc00391f
10.1080/10426914.2018.1512133,http://dx.doi.org/10.1080/10426914.2018.1512133
10.1021/acsami.8b20003,http://dx.doi.org/10.1021/acsami.8b20003
10.3390/batteries5010032,http://dx.doi.org/10.3390/batteries5010032
10.1016/j.matlet.2018.12.094,http://dx.doi.org/10.1016/j.matlet.2018.12.094
10.1016/j.matlet.2018.12.039,http://dx.doi.org/10.1016/j.matlet.2018.12.039
10.1016/j.jhazmat.2018.11.094,http://dx.doi.org/10.1016/j.jhazmat.2018.11.094
10.3390/catal9030269,http://dx.doi.org/10.3390/catal9030269
10.1021/acssuschemeng.8b06194,http://dx.doi.org/10.1021/acssuschemeng.8b06194
10.1016/j.electacta.2019.01.092,http://dx.doi.org/10.1016/j.electacta.2019.01.092
10.1002/anie.201814653,http://dx.doi.org/10.1002/anie.201814653
10.1007/s40820-019-0256-2,http://dx.doi.org/10.1007/s40820-019-0256-2
10.1149/2.0391906jes,http://dx.doi.org/10.1149/2.0391906jes
10.1016/j.jiec.2018.11.037,http://dx.doi.org/10.1016/j.jiec.2018.11.037
10.1021/acs.organomet.8b00508,http://dx.doi.org/10.1021/acs.organomet.8b00508
10.1021/acs.chemmater.8b05093,http://dx.doi.org/10.1021/acs.chemmater.8b05093
10.1007/s40820-019-0258-0,http://dx.doi.org/10.1007/s40820-019-0258-0
10.1002/aenm.201803046,http://dx.doi.org/10.1002/aenm.201803046
10.1039/c9ta00716d,http://dx.doi.org/10.1039/c9ta00716d
10.1039/c9ta00302a,http://dx.doi.org/10.1039/c9ta00302a
10.1016/j.materresbull.2018.12.036,http://dx.doi.org/10.1016/j.materresbull.2018.12.036
10.1016/j.electacta.2019.01.182,http://dx.doi.org/10.1016/j.electacta.2019.01.182
10.1016/j.carbon.2018.12.055,http://dx.doi.org/10.1016/j.carbon.2018.12.055
10.1016/j.nanoen.2019.01.028,http://dx.doi.org/10.1016/j.nanoen.2019.01.028
10.1016/j.nanoen.2019.01.011,http://dx.doi.org/10.1016/j.nanoen.2019.01.011
10.1002/smll.201805061,http://dx.doi.org/10.1002/smll.201805061
10.1016/j.nanoen.2019.01.068,http://dx.doi.org/10.1016/j.nanoen.2019.01.068
10.1016/j.carbon.2018.12.008,http://dx.doi.org/10.1016/j.carbon.2018.12.008
10.1515/corrrev-2018-0007,http://dx.doi.org/10.1515/corrrev-2018-0007
10.1109/TUFFC.2019.2891514,http://dx.doi.org/10.1109/TUFFC.2019.2891514
10.1016/j.jssc.2019.01.018,http://dx.doi.org/10.1016/j.jssc.2019.01.018
10.1142/S1793292019500474,http://dx.doi.org/10.1142/S1793292019500474
10.1016/j.carbon.2019.01.010,http://dx.doi.org/10.1016/j.carbon.2019.01.010
10.1557/mrs.2019.78,http://dx.doi.org/10.1557/mrs.2019.78
10.1007/s11581-018-2730-0,http://dx.doi.org/10.1007/s11581-018-2730-0
10.1007/s11581-018-2619-y,http://dx.doi.org/10.1007/s11581-018-2619-y
10.1007/s11581-019-02924-7,http://dx.doi.org/10.1007/s11581-019-02924-7
10.1007/s11581-019-02913-w,http://dx.doi.org/10.1007/s11581-019-02913-w
10.1002/ente.201800912,http://dx.doi.org/10.1002/ente.201800912
10.1002/ente.201801092,http://dx.doi.org/10.1002/ente.201801092
10.1007/s42452-019-0302-1,http://dx.doi.org/10.1007/s42452-019-0302-1
10.1007/s42452-019-0272-3,http://dx.doi.org/10.1007/s42452-019-0272-3
10.1002/batt.201800094,http://dx.doi.org/10.1002/batt.201800094
10.1002/batt.201800105,http://dx.doi.org/10.1002/batt.201800105
10.1002/batt.201800143,http://dx.doi.org/10.1002/batt.201800143
10.1002/batt.201800082,http://dx.doi.org/10.1002/batt.201800082
10.1002/batt.201800093,http://dx.doi.org/10.1002/batt.201800093
10.1149/2.0641906jes,http://dx.doi.org/10.1149/2.0641906jes
10.1149/2.0761906jes,http://dx.doi.org/10.1149/2.0761906jes
10.1149/2.0791906jes,http://dx.doi.org/10.1149/2.0791906jes
10.1039/c9cc00897g,http://dx.doi.org/10.1039/c9cc00897g
10.1002/aenm.201803645,http://dx.doi.org/10.1002/aenm.201803645
10.1039/c9ta00125e,http://dx.doi.org/10.1039/c9ta00125e
10.1039/c9cp00223e,http://dx.doi.org/10.1039/c9cp00223e
10.1002/anie.201901109,http://dx.doi.org/10.1002/anie.201901109
10.1149/2.1031906jes,http://dx.doi.org/10.1149/2.1031906jes
10.1016/j.electacta.2019.02.051,http://dx.doi.org/10.1016/j.electacta.2019.02.051
10.1587/elex.16.20190120,http://dx.doi.org/10.1587/elex.16.20190120
10.1002/aenm.201900083,http://dx.doi.org/10.1002/aenm.201900083
10.1021/acs.jpcc.9b02142,http://dx.doi.org/10.1021/acs.jpcc.9b02142
10.1002/aenm.201803815,http://dx.doi.org/10.1002/aenm.201803815
10.1002/aenm.201803628,http://dx.doi.org/10.1002/aenm.201803628
10.1002/aenm.201803867,http://dx.doi.org/10.1002/aenm.201803867
10.1002/adfm.201808375,http://dx.doi.org/10.1002/adfm.201808375
10.1002/adma.201807468,http://dx.doi.org/10.1002/adma.201807468
10.1039/c9ta01340g,http://dx.doi.org/10.1039/c9ta01340g
10.1149/2.1271906jes,http://dx.doi.org/10.1149/2.1271906jes
10.1021/acssuschemeng.8b06634,http://dx.doi.org/10.1021/acssuschemeng.8b06634
10.1021/acssuschemeng.8b06447,http://dx.doi.org/10.1021/acssuschemeng.8b06447
10.1016/j.matchemphys.2019.02.044,http://dx.doi.org/10.1016/j.matchemphys.2019.02.044
10.1002/advs.201802002,http://dx.doi.org/10.1002/advs.201802002
10.1016/j.joule.2019.01.005,http://dx.doi.org/10.1016/j.joule.2019.01.005
10.1002/adma.201808267,http://dx.doi.org/10.1002/adma.201808267
10.1021/acsami.9b04006,http://dx.doi.org/10.1021/acsami.9b04006
10.3389/fmats.2019.00085,http://dx.doi.org/10.3389/fmats.2019.00085
10.1016/j.jallcom.2018.12.170,http://dx.doi.org/10.1016/j.jallcom.2018.12.170
10.1016/j.jallcom.2018.12.163,http://dx.doi.org/10.1016/j.jallcom.2018.12.163
10.1016/j.ijhydene.2018.10.220,http://dx.doi.org/10.1016/j.ijhydene.2018.10.220
10.1039/c9nr00977a,http://dx.doi.org/10.1039/c9nr00977a
10.1039/c9ta01482a,http://dx.doi.org/10.1039/c9ta01482a
10.1039/c9ta02220a,http://dx.doi.org/10.1039/c9ta02220a
10.1039/c9ta01964b,http://dx.doi.org/10.1039/c9ta01964b
10.1007/s40843-018-9359-7,http://dx.doi.org/10.1007/s40843-018-9359-7
10.1016/j.electacta.2019.03.008,http://dx.doi.org/10.1016/j.electacta.2019.03.008
10.1016/j.jcis.2019.02.044,http://dx.doi.org/10.1016/j.jcis.2019.02.044
10.1016/j.jclepro.2018.11.226,http://dx.doi.org/10.1016/j.jclepro.2018.11.226
10.1016/j.jpowsour.2019.03.024,http://dx.doi.org/10.1016/j.jpowsour.2019.03.024
10.1016/j.jpowsour.2019.03.005,http://dx.doi.org/10.1016/j.jpowsour.2019.03.005
10.1016/j.jpowsour.2019.02.097,http://dx.doi.org/10.1016/j.jpowsour.2019.02.097
10.1039/c9se00048h,http://dx.doi.org/10.1039/c9se00048h
10.1016/j.carbon.2019.02.046,http://dx.doi.org/10.1016/j.carbon.2019.02.046
10.1016/j.carbon.2019.01.027,http://dx.doi.org/10.1016/j.carbon.2019.01.027
10.1007/s11426-018-9394-1,http://dx.doi.org/10.1007/s11426-018-9394-1
10.1021/acsami.9b02859,http://dx.doi.org/10.1021/acsami.9b02859
10.1021/acsami.9b00758,http://dx.doi.org/10.1021/acsami.9b00758
10.1007/s12678-019-00527-4,http://dx.doi.org/10.1007/s12678-019-00527-4
10.1016/j.ensm.2019.03.006,http://dx.doi.org/10.1016/j.ensm.2019.03.006
10.1016/j.ensm.2018.10.005,http://dx.doi.org/10.1016/j.ensm.2018.10.005
10.1016/j.ensm.2019.02.024,http://dx.doi.org/10.1016/j.ensm.2019.02.024
10.1021/acsanm.9b00156,http://dx.doi.org/10.1021/acsanm.9b00156
10.1016/j.jmrt.2019.04.020,http://dx.doi.org/10.1016/j.jmrt.2019.04.020
10.1002/celc.201900376,http://dx.doi.org/10.1002/celc.201900376
10.1016/j.ijhydene.2019.03.055,http://dx.doi.org/10.1016/j.ijhydene.2019.03.055
10.1016/j.apcatb.2018.11.005,http://dx.doi.org/10.1016/j.apcatb.2018.11.005
10.1016/j.apcatb.2018.11.039,http://dx.doi.org/10.1016/j.apcatb.2018.11.039
10.1016/j.jallcom.2018.12.378,http://dx.doi.org/10.1016/j.jallcom.2018.12.378
10.1021/acssuschemeng.9b00373,http://dx.doi.org/10.1021/acssuschemeng.9b00373
10.1021/acssuschemeng.9b00307,http://dx.doi.org/10.1021/acssuschemeng.9b00307
10.1039/c9ta00681h,http://dx.doi.org/10.1039/c9ta00681h
10.1039/c9ta02063b,http://dx.doi.org/10.1039/c9ta02063b
10.1021/acsami.9b02819,http://dx.doi.org/10.1021/acsami.9b02819
10.1021/acsami.8b21155,http://dx.doi.org/10.1021/acsami.8b21155
10.1016/j.electacta.2019.03.093,http://dx.doi.org/10.1016/j.electacta.2019.03.093
10.1002/adma.201900843,http://dx.doi.org/10.1002/adma.201900843
10.1002/adma.201900592,http://dx.doi.org/10.1002/adma.201900592
10.1039/c9ta02256b,http://dx.doi.org/10.1039/c9ta02256b
10.1039/c9cc01705d,http://dx.doi.org/10.1039/c9cc01705d
10.1039/c9ta01190k,http://dx.doi.org/10.1039/c9ta01190k
10.1039/c9ta00511k,http://dx.doi.org/10.1039/c9ta00511k
10.1039/c9ta02314c,http://dx.doi.org/10.1039/c9ta02314c
10.1016/j.cej.2019.01.189,http://dx.doi.org/10.1016/j.cej.2019.01.189
10.1016/j.joule.2019.02.012,http://dx.doi.org/10.1016/j.joule.2019.02.012
10.1016/j.jpowsour.2019.03.030,http://dx.doi.org/10.1016/j.jpowsour.2019.03.030
10.1016/j.matchemphys.2019.03.069,http://dx.doi.org/10.1016/j.matchemphys.2019.03.069
